timestamp,voltage,current,humidity,temperature,CO,NO2,SO2,PM1,PM2.5,PM10,WiFi,IoT
2024-09-17 14:11:12,4.22,-14.69,99.90,23.80,11223.28,478.06,9297.56,0.00,0.00,0.00,1,0
2024-09-17 14:11:22,4.22,-15.11,99.90,23.80,11223.28,484.01,9297.56,0.00,0.00,0.00,1,0
2024-09-17 14:11:32,4.22,-14.40,99.90,23.80,11223.28,482.03,9297.56,0.00,0.00,0.00,1,0
2024-09-17 14:11:42,4.22,-13.82,99.90,23.80,11223.28,490.57,9297.56,0.00,0.00,0.00,1,0
2024-09-17 14:11:52,4.22,-15.21,99.90,23.80,11223.28,495.61,9297.56,0.00,0.00,0.00,1,0
2024-09-17 14:12:02,4.22,-13.21,99.90,23.80,11223.28,496.52,9297.56,0.00,0.00,0.00,1,0
2024-09-17 14:12:12,4.22,-14.72,99.90,23.80,11223.28,506.90,9297.56,0.00,0.00,0.00,1,1
2024-09-17 14:12:22,4.22,-15.66,99.90,23.80,11223.28,629.58,9297.56,0.00,0.00,0.00,1,1
2024-09-17 14:12:32,4.22,-13.64,99.90,23.80,11223.28,679.78,9297.56,0.00,0.00,0.00,1,1
2024-09-17 14:12:42,4.22,-14.68,99.90,23.80,11223.28,704.35,9297.56,0.00,0.00,0.00,1,1
2024-09-17 14:12:52,4.22,-14.92,99.90,23.80,11223.28,712.89,9297.56,0.00,0.00,0.00,1,1
2024-09-17 14:13:02,4.22,-13.45,99.90,23.80,11223.28,718.38,9297.56,0.00,0.00,0.00,1,1
2024-09-17 14:13:12,4.22,-15.03,99.90,23.80,11223.28,479.74,9297.56,0.00,0.00,0.00,1,1
2024-09-17 14:13:22,4.22,-14.97,99.90,23.80,11223.28,198.21,6557.81,0.00,0.00,0.00,1,1
2024-09-17 14:13:32,4.22,-13.67,99.90,23.80,11223.28,204.77,3944.53,0.00,0.00,0.00,1,1
2024-09-17 14:13:42,4.22,-14.49,99.90,23.80,11223.28,53.41,2627.39,0.00,0.00,0.00,1,1
2024-09-17 14:13:52,4.22,-15.57,99.90,23.80,10213.01,12.05,2045.36,0.00,0.00,0.00,1,1
2024-09-17 14:14:02,4.22,-13.65,99.90,23.80,8136.36,21.06,1754.10,0.00,0.00,0.00,1,1
2024-09-17 14:14:12,4.22,-15.75,99.90,23.80,7017.09,26.86,1579.05,0.00,0.00,0.00,1,1
2024-09-17 14:14:22,4.22,-14.82,99.90,23.80,6281.76,35.25,1462.11,0.00,0.00,0.00,1,1
2024-09-17 14:14:32,4.22,-13.13,99.90,23.80,5750.46,42.11,1380.32,0.00,0.00,0.00,1,1
2024-09-17 14:14:42,4.22,-14.28,99.90,23.80,5347.63,47.15,1303.17,0.00,0.00,0.00,1,1
2024-09-17 14:14:52,4.22,-16.02,99.90,23.80,5021.53,53.56,1246.78,0.00,0.00,0.00,1,1
2024-09-17 14:15:02,4.22,-11.89,99.90,23.80,4744.26,56.61,1198.44,0.00,0.00,0.00,1,1
2024-09-17 14:15:12,4.22,-14.29,99.90,23.80,4525.69,62.56,1158.15,0.00,0.00,0.00,1,1
2024-09-17 14:15:22,4.22,-14.80,99.90,23.80,4320.21,66.22,1120.56,0.00,0.00,0.00,1,1
2024-09-17 14:15:32,4.22,-14.91,99.90,23.80,4147.57,69.58,1085.64,0.00,0.00,0.00,1,1
2024-09-17 14:15:42,4.22,-14.00,99.90,23.80,3992.07,77.51,1058.79,0.00,0.00,0.00,1,1
2024-09-17 14:15:52,4.22,-14.28,99.90,23.80,3852.85,79.65,1032.91,0.00,0.00,0.00,1,1
2024-09-17 14:16:02,4.22,-14.56,99.90,23.80,3705.79,83.16,1010.21,0.00,0.00,0.00,1,1
2024-09-17 14:16:12,4.22,-14.35,99.90,23.80,3595.92,86.21,985.79,0.00,0.00,0.00,1,1
2024-09-17 14:16:22,4.22,-15.09,99.90,23.80,3495.94,92.01,966.26,0.00,0.00,0.00,1,1
2024-09-17 14:16:32,4.22,-13.84,99.90,23.80,3385.79,95.06,946.00,0.00,0.00,0.00,1,1
2024-09-17 14:16:42,4.23,-15.16,99.90,23.80,3304.70,96.13,931.59,0.00,0.00,0.00,1,1
2024-09-17 14:16:52,4.22,-14.51,99.90,23.80,3214.60,101.32,914.26,0.00,0.00,0.00,1,1
2024-09-17 14:17:02,4.22,-12.56,99.90,23.80,3136.13,101.93,899.37,0.00,0.00,0.00,1,1
2024-09-17 14:17:12,4.23,-15.21,99.90,23.80,3056.78,106.81,887.65,0.00,0.00,0.00,1,1
2024-09-17 14:17:22,4.22,-14.72,99.90,23.80,2981.50,105.13,860.55,0.00,0.00,0.00,1,1
2024-09-17 14:17:32,4.23,-13.56,99.90,23.80,2928.02,108.64,857.62,0.00,0.00,0.00,1,1
2024-09-17 14:17:42,4.22,-14.93,99.90,23.80,2855.95,112.00,845.65,0.00,0.00,0.00,1,1
2024-09-17 14:17:52,4.22,-14.99,99.90,23.80,2799.27,112.00,836.13,0.00,0.00,0.00,1,1
2024-09-17 14:18:02,4.22,-14.10,99.90,23.80,2753.06,115.05,819.78,0.00,0.00,0.00,1,1
2024-09-17 14:18:12,4.22,-15.23,99.90,23.80,2699.58,114.75,817.82,0.00,0.00,0.00,1,1
2024-09-17 14:18:22,4.22,-14.34,99.90,23.80,2643.19,115.97,807.57,0.00,0.00,0.00,1,1
2024-09-17 14:18:32,4.21,-14.43,99.90,23.80,2598.44,115.81,798.29,0.00,0.00,0.00,1,1
2024-09-17 14:18:42,4.22,-14.19,99.90,23.80,2556.58,118.71,791.46,0.00,0.00,0.00,1,1
2024-09-17 14:18:52,4.22,-14.45,99.90,23.80,2507.17,118.26,780.22,0.00,0.00,0.00,1,1
2024-09-17 14:19:02,4.22,-13.89,99.90,23.80,2470.84,119.48,775.34,0.00,0.00,0.00,1,1
2024-09-17 14:19:12,4.22,-15.16,99.90,23.80,2432.48,121.61,768.02,0.00,0.00,0.00,1,1
2024-09-17 14:19:22,4.22,-13.21,99.90,23.80,2399.93,122.53,760.94,0.00,0.00,0.00,1,1
2024-09-17 14:19:32,4.23,-14.95,99.90,23.80,2371.44,127.11,760.45,0.00,0.00,0.00,1,1
